scenario,model,universe,lookback,rmse_mean,rmse_std,rmse_min,rmse_max,mae_mean,mae_std,mae_min,mae_max,hit_ratio_mean,hit_ratio_std,hit_ratio_min,hit_ratio_max,non_tiny_hit_ratio_mean,non_tiny_hit_ratio_std,non_tiny_hit_ratio_min,non_tiny_hit_ratio_max,extreme_hit_ratio_mean,extreme_hit_ratio_std,extreme_hit_ratio_min,extreme_hit_ratio_max,pairwise_hit_mean,pairwise_hit_std,pairwise_hit_min,pairwise_hit_max,ic_mean,ic_std,ic_min,ic_max,long_short_sharpe_mean,long_short_sharpe_std,long_short_sharpe_min,long_short_sharpe_max,long_short_sortino_mean,long_short_sortino_std,long_short_sortino_min,long_short_sortino_max,max_drawdown_mean,max_drawdown_std,max_drawdown_min,max_drawdown_max,cumulative_return_mean,cumulative_return_std,cumulative_return_min,cumulative_return_max,n_dates_mean,n_dates_std,n_dates_min,n_dates_max,n_currency_obs_mean,n_currency_obs_std,n_currency_obs_min,n_currency_obs_max
extreme_union,mlp,core6,10,0.005995945318761932,5.333221751852566e-06,0.005989899224551115,0.005999981683611131,0.004362891487559079,2.0922661492803397e-06,0.004361112659659889,0.004365196672012047,0.4948914431673052,0.005994094440327292,0.4904214559386973,0.501702852277565,0.5063147438626366,0.008953478958051557,0.49765857811834824,0.5155385270327799,0.5170212765957447,0.0314864863552101,0.4957446808510638,0.5531914893617021,0.4944799205335604,0.005221771821022012,0.4899957428693061,0.5002128565346956,-0.0020809721039374914,0.01258212835590061,-0.012160604436258434,0.012020340241016022,0.3203285964403996,0.7159365372426941,-0.47409545252715984,0.9156137088880699,0.5885406173694201,1.1902429280140159,-0.7163082660031094,1.6147367425182968,-0.12678934126279273,0.06574464938602681,-0.18809701035866055,-0.05736198217277888,0.07075814237699281,0.15331300470434067,-0.09772804939143498,0.20205631024077775,783.0,0.0,783,783,4698.0,0.0,4698,4698
extreme_union,oursmain,core6,10,0.006015749059154176,5.153172933270153e-06,0.006010108735509256,0.006020210943598033,0.004375611146160218,5.879489493137e-06,0.004371380712083211,0.0043823248376566246,0.5137647225769831,0.010016326816435299,0.5029799914857386,0.5227756492124308,0.5212147012913296,0.015822176659306235,0.5104299702000852,0.5393784589186889,0.5173758865248227,0.02459111836536998,0.502127659574468,0.5457446808510639,0.5058038881793671,0.003620647317205372,0.5022562792677735,0.5094934014474244,0.026636525818102646,0.010542359394695755,0.01608308041399005,0.03716776411950213,0.08846621895925871,0.5163228424782753,-0.4954422800048554,0.4847153690498893,0.14628317468397808,0.7267829564838817,-0.6705112999772723,0.7215592766367921,-0.15948660825802108,0.05060313556204187,-0.21544596736544008,-0.11694362121852464,0.01648184557870991,0.11847539587860662,-0.11785405089335654,0.10605112453140464,783.0,0.0,783,783,4698.0,0.0,4698,4698
high_fx_vol,foundation_relational,core6,10,0.009950648363855421,6.248697729984001e-06,0.009946101303715668,0.009957773636538504,0.008445067004748225,6.4175612180909645e-06,0.008437707339718537,0.00844949623033484,0.5131826741996234,0.005727648333614104,0.5094161958568738,0.519774011299435,0.5210295040803515,0.025289688736326022,0.5028248587570622,0.5499058380414312,0.5320813771517997,0.04559875519353194,0.49295774647887325,0.5821596244131455,0.5060891399874451,0.00967870125409068,0.4971751412429379,0.5163841807909605,0.011998923863330643,0.022815366384167035,-0.009846650524616625,0.03567393058918483,1.8894654525442152,0.7808341312969238,0.9913622860929446,2.4075095527979498,3.6443543060809263,1.4855334503516522,2.0507991999370323,4.990901106088101,-0.047330313484659804,0.0058793805486980115,-0.05400694828495034,-0.04292708930734079,0.1332751354687692,0.06098946452064401,0.06528156646163552,0.1831580999023572,177.0,0.0,177,177,1062.0,0.0,1062,1062
high_fx_vol,gnn,core6,10,0.00996045311658866,4.861436713432455e-06,0.00995601436217058,0.00996564850813414,0.008458751642133873,3.721969281051971e-06,0.008456296374883354,0.008463034075650367,0.49937225360954174,0.013525713387580188,0.4839924670433145,0.5094161958568738,0.5040803515379787,0.016879258832076284,0.4934086629001883,0.5235404896421846,0.5195618153364632,0.01355282322041372,0.5117370892018779,0.5352112676056338,0.5028248587570622,0.005432092317083194,0.49830508474576274,0.5088512241054614,0.009200968523002416,0.010204023005184255,-0.0014527845036319711,0.018886198547215495,0.324986520621277,1.2980858727228934,-0.5657787369894461,1.8143662159158278,0.8637527613764076,2.5551738683705696,-0.8085431788476266,3.8050095680658784,-0.08509471658059435,0.03101316661053331,-0.11215621345036197,-0.05125207400487852,0.024739958115484722,0.09230080906111501,-0.03936054034056724,0.13053153853979893,177.0,0.0,177,177,1062.0,0.0,1062,1062
high_fx_vol,gru,core6,10,0.009970725626054213,9.690712238371722e-06,0.009960964634942334,0.009980344496128096,0.008467253766770861,1.2859617424246143e-05,0.008458055846909725,0.008481948194148213,0.4821092278719397,0.037369368800347344,0.4397363465160075,0.5103578154425612,0.487758945386064,0.05201968857601934,0.4331450094161959,0.536723163841808,0.49608763693270735,0.06792655528704446,0.41784037558685444,0.539906103286385,0.49265536723163844,0.006810976015075386,0.4854990583804143,0.4990583804143126,-0.016518697874630076,0.013857114001243561,-0.03212267958030669,-0.005649717514124285,-0.5881316621268642,0.8306856007863608,-1.5353466580723927,0.016343635344980286,-0.8031094485833298,1.0507548319088718,-1.9843530830165914,0.027477624166295834,-0.1047132280242901,0.031989530364629266,-0.14124853390239878,-0.08173297269968316,-0.03711565577032161,0.05139186149371859,-0.09554136896986165,0.0010944479436147958,177.0,0.0,177,177,1062.0,0.0,1062,1062
high_fx_vol,lstm,core6,10,0.009960688337091432,2.451443981084618e-05,0.00994088154473652,0.009988105327751365,0.008454138873880282,1.079541357193157e-05,0.008442214871868784,0.008463248030142985,0.5003138731952291,0.020658484208291698,0.4839924670433145,0.5235404896421846,0.5034526051475204,0.033705947918791675,0.4745762711864407,0.5404896421845574,0.5164319248826291,0.023474178403755874,0.49295774647887325,0.539906103286385,0.4807281858129316,0.007383962813575712,0.47382297551789077,0.48851224105461394,-0.04858757062146892,0.013006125635824815,-0.06343825665859563,-0.03922518159806296,-0.33775692698571963,1.692962206155788,-1.8007861708670643,1.5166023436632499,-0.4022077248946483,2.894786793547782,-2.9155468910410733,2.7628997683643908,-0.10071411173582116,0.04938340339924268,-0.1531292576364649,-0.055058919613657054,-0.015251556586008519,0.11262404353284632,-0.10967321593125234,0.10940336819112417,177.0,0.0,177,177,1062.0,0.0,1062,1062
high_fx_vol,mlp,core6,10,0.009949014766805856,1.2747131854598922e-05,0.009936909592722526,0.009962319108175112,0.0084485193809986,2.3122564643299978e-05,0.008422735277572695,0.008467414598840792,0.5156936597614563,0.020935600936161036,0.4915254237288136,0.5282485875706214,0.5229127432517263,0.025078448657172844,0.5065913370998116,0.551789077212806,0.5367762128325508,0.03125975642478587,0.5023474178403756,0.5633802816901409,0.49554300062774637,0.014471971126082698,0.48662900188323915,0.512241054613936,-0.009846650524616625,0.033964346291751185,-0.03696529459241323,0.02824858757062148,0.8144855155109813,1.9279776219209939,-1.3071355522323422,2.459368599935133,1.917342119581661,3.756017753595814,-2.0254625992652024,5.453476908881244,-0.09208149968859895,0.0542093128839248,-0.1482283236728108,-0.04004352592892246,0.059736564761503054,0.13524997443922182,-0.08525444861879805,0.18248901241531712,177.0,0.0,177,177,1062.0,0.0,1062,1062
high_fx_vol,oursmain,core6,10,0.009975453509501925,2.9341610257543964e-05,0.009942140780409045,0.009997460262145865,0.008443426492483926,4.9698873921836926e-05,0.008388608341932521,0.008485539507595306,0.5229127432517263,0.033613753033472055,0.4915254237288136,0.5583804143126178,0.5160075329566856,0.03607767243063658,0.4915254237288136,0.5574387947269304,0.5070422535211268,0.058826122470148685,0.4460093896713615,0.5633802816901409,0.48876333961079726,0.006635133841418113,0.4847457627118644,0.49642184557438795,-0.02781813290287867,0.016557473905869216,-0.04245359160613398,-0.009846650524616633,-1.4881888984151608,0.7518027589438798,-2.165598899722797,-0.6793305653771929,-2.054657819407599,0.9419637396424909,-2.827109153242496,-1.005269359924266,-0.16191029882247676,0.038027266706056884,-0.19468166781007312,-0.12021451665714267,-0.1070904163667971,0.057009953858074426,-0.1611787108849967,-0.047550467286782805,177.0,0.0,177,177,1062.0,0.0,1062,1062
large_abs_move,foundation_relational,core6,10,0.011710057700056934,1.3527419584235721e-05,0.011698514379289818,0.0117249428059941,0.009345947095041697,3.1791026236080055e-05,0.0093101611010404,0.009370924675597329,0.5171467764060357,0.020814802339497313,0.5041152263374485,0.5411522633744856,0.5171467764060357,0.05853659339739883,0.4773662551440329,0.5843621399176955,0.48639455782312924,0.08678469947056511,0.3979591836734694,0.5714285714285714,0.5026063100137175,0.018520042613703946,0.4839506172839506,0.5209876543209877,0.013051146384479717,0.049443147704931883,-0.03492063492063493,0.06384479717813052,1.97016477708219,1.255122974913606,0.5253383590434919,2.7910216169726083,4.035655289607886,2.6314375062910607,1.0637563149049283,6.069624587399596,-0.033949579650652595,0.009097405018132823,-0.04338512758840807,-0.025232980304281227,0.08520588696652946,0.05606681737746144,0.020553940023091855,0.12046142152394168,81.0,0.0,81,81,486.0,0.0,486,486
large_abs_move,gnn,core6,10,0.01173150327268759,1.6356572831419408e-05,0.011715096926012776,0.011747809613083556,0.009371165417925724,2.2400504044746153e-05,0.009351094604166056,0.009395330736614457,0.5178326474622771,0.03688430633675933,0.47530864197530864,0.5411522633744856,0.5075445816186557,0.03823692692665666,0.46502057613168724,0.5390946502057613,0.4931972789115647,0.04123930494211613,0.46938775510204084,0.5408163265306123,0.5133058984910837,0.0020712851674268102,0.5111111111111111,0.5152263374485597,0.043151087595532045,0.016276790105276634,0.03139329805996472,0.061728395061728406,0.5676539743212083,2.2303818423359396,-1.0955295334439,3.10217515341359,1.4998523138651076,4.523035454098023,-1.6828472965044747,6.677379347191684,-0.05441401009253847,0.02520288214918535,-0.08194792333233636,-0.03248629462905228,0.024057620215899078,0.0921360982309263,-0.0449724488062202,0.12868112622163608,81.0,0.0,81,81,486.0,0.0,486,486
large_abs_move,gru,core6,10,0.011755180752620843,2.1870349783540242e-05,0.011732007103819204,0.01177545945257117,0.009396698277101235,1.1184105133000087e-05,0.009384258898559664,0.009405923062668417,0.48148148148148145,0.03510025125356377,0.44238683127572015,0.5102880658436214,0.4732510288065844,0.06774517544507955,0.3950617283950617,0.51440329218107,0.46598639455782315,0.10271883585402379,0.35714285714285715,0.5612244897959183,0.4905349794238683,0.0008230452674897054,0.4897119341563786,0.49135802469135803,-0.01634332745443857,0.0038854113208367552,-0.02081128747795415,-0.013756613756613766,-0.4622875977586531,0.8327540524294045,-1.3752044662723737,0.2557361347029233,-0.6195753852014327,1.2330291438771788,-1.9210466034450742,0.5311505945407102,-0.08284131010320077,0.01845966729903766,-0.10122694972960744,-0.06430849519165349,-0.01684516930981772,0.031441167181029926,-0.050931388643221,0.011021259273547912,81.0,0.0,81,81,486.0,0.0,486,486
large_abs_move,lstm,core6,10,0.011711304125840432,1.2422170430590946e-05,0.011697657822763597,0.011721954041998998,0.009341623592775029,2.4822403919397364e-05,0.009315500835636618,0.00936490029835581,0.5397805212620027,0.0011879635168511166,0.5390946502057613,0.5411522633744856,0.52400548696845,0.0391126952795151,0.48559670781893005,0.5637860082304527,0.48979591836734687,0.030612244897959204,0.45918367346938777,0.5204081632653061,0.4905349794238683,0.02037764346195878,0.4748971193415638,0.5135802469135803,-0.02833627278071722,0.04363835118600597,-0.05961199294532628,0.021516754850088204,-0.10170053543531406,2.7812301440295415,-2.511875560855517,2.941465695444694,-0.18403004891105654,5.132792656753914,-4.730752728725178,5.381905528864427,-0.07163619320393384,0.051182003845852295,-0.12710033629264217,-0.026229446521028876,0.0031074458687119963,0.11042403366445018,-0.0883547857956728,0.125776603948907,81.0,0.0,81,81,486.0,0.0,486,486
large_abs_move,mlp,core6,10,0.011715165777346362,3.4233875773786126e-06,0.01171172760175955,0.01171857418274775,0.009366831375650342,6.317679277771933e-06,0.0093609856627793,0.009373533623866136,0.522633744855967,0.009429168096616952,0.51440329218107,0.5329218106995884,0.5363511659807956,0.008566526746774116,0.5267489711934157,0.5432098765432098,0.5272108843537415,0.04123930494211617,0.4897959183673469,0.5714285714285714,0.5056241426611797,0.021181759283355372,0.49218106995884775,0.5300411522633744,0.014226925338036454,0.05416194833107935,-0.021516754850088186,0.07654320987654323,1.3805315754198342,2.4815849749792487,-0.1764359636135372,4.242318743349731,3.56915441530029,6.347528299977285,-0.3307177456053613,10.893507986556871,-0.06568301684092148,0.03983140620017051,-0.10089153737135348,-0.022450432763434947,0.06162444668613413,0.11001188463381746,-0.006673663254332496,0.1885320101318939,81.0,0.0,81,81,486.0,0.0,486,486
large_abs_move,oursmain,core6,10,0.011730734332802974,2.862033789761416e-05,0.011701044092293595,0.011758148898361456,0.009343887901051461,4.364950626640384e-05,0.00929494558911554,0.00937878819763963,0.5370370370370371,0.0360522952015128,0.5020576131687243,0.5740740740740741,0.5349794238683128,0.021383343303319497,0.522633744855967,0.5596707818930041,0.5272108843537415,0.032801533200656326,0.4897959183673469,0.5510204081632653,0.4927297668038409,0.007096031361524063,0.48641975308641977,0.5004115226337449,-0.022222222222222227,0.022297679900217443,-0.04550264550264552,-0.0010582010582010578,-1.7355232455427991,1.4501123422802946,-3.2616923797326374,-0.3758386150734933,-2.666623064349189,2.2181160582294654,-4.986501786991599,-0.5666513195705377,-0.13387807256246256,0.03798080364192125,-0.1714514424711524,-0.09550254255373147,-0.07578634308568628,0.06632828442970806,-0.1464462702460878,-0.014866882916976465,81.0,0.0,81,81,486.0,0.0,486,486
macro_shock_union,foundation_relational,core6,10,0.005729455384034382,4.012850692045961e-06,0.005725160383557512,0.005733108772334534,0.004119930514989165,9.013994481538747e-07,0.00411907667046395,0.004120872930326607,0.5018896447467877,0.004875722879174622,0.49705215419501136,0.5068027210884354,0.5174603174603175,0.003927552851630095,0.5151927437641723,0.5219954648526077,0.5359032501889645,0.018081441744377463,0.5238095238095238,0.5566893424036281,0.498745275888133,0.006359779556112886,0.4926077097505669,0.5053061224489795,0.009747121342326826,0.01430231015087411,-0.0038004241168484868,0.02470038578445264,0.9447152228404024,0.3065997964633579,0.5915382769796028,1.142586761238466,1.6775159382983234,0.535553307127104,1.067171249219375,2.0688675446101037,-0.07427620307119771,0.022687455283497117,-0.09258378717868254,-0.04889450602786383,0.18811184200702277,0.05535129182071711,0.12420583905100102,0.22094948796780045,735.0,0.0,735,735,4410.0,0.0,4410,4410
macro_shock_union,gnn,core6,10,0.005736345343170122,1.0522499005923448e-06,0.005735464786408205,0.005737510669615058,0.004122143387428775,2.2226151274997147e-06,0.004120129635009381,0.004124528167444994,0.49909297052154195,0.003050708400696973,0.49569160997732425,0.5015873015873016,0.5106575963718821,0.00981102387881356,0.4997732426303855,0.5188208616780046,0.5105820105820106,0.015309621391178427,0.4954648526077097,0.5260770975056689,0.502010582010582,0.004807541456762115,0.4965079365079365,0.5053968253968254,0.01836604134737913,0.01660238288621871,-0.00020381656966385212,0.03177521571642543,0.5596314830064161,0.6059655753152136,-0.111264905692514,1.0671779202003342,0.8977446162365378,0.9855153449047701,-0.1632769629529159,1.7845072850031596,-0.08314164889141769,0.029851884941298513,-0.11675396865416587,-0.05971778512775927,0.10830281042338659,0.11958627260374695,-0.022862189293164192,0.21127091890684824,735.0,0.0,735,735,4410.0,0.0,4410,4410
macro_shock_union,gru,core6,10,0.005739915887411168,4.410166757034848e-06,0.005735772977660856,0.005744551868543829,0.004127104475844082,3.781497181878703e-06,0.004122883001144738,0.004130181693642937,0.49561602418745276,0.0037762648516392627,0.4913832199546485,0.49863945578231295,0.5138321995464853,0.006101416801393946,0.5070294784580499,0.5188208616780046,0.5083144368858655,0.016521158725921654,0.4897959183673469,0.5215419501133787,0.4964172335600907,0.00365860209162788,0.4925170068027211,0.4997732426303855,0.0045859665712382125,0.01398957963131054,-0.010323556230687116,0.017424772513707776,0.20970537755771326,0.19150731586294187,-0.003875374462524311,0.36611932461910685,0.32171923166734484,0.3068904946668975,-0.006321550680401386,0.6018159320278991,-0.11449656997569946,0.029564786903946694,-0.14048898244777774,-0.08233340010201573,0.04087289206601478,0.037700555490541375,-0.0007637675482783379,0.0726968257374665,735.0,0.0,735,735,4410.0,0.0,4410,4410
macro_shock_union,lstm,core6,10,0.005739907055078669,1.309133340135218e-05,0.005731144009655529,0.005754955807346658,0.004129214334067515,7.2847726212403556e-06,0.004124033342294083,0.004137543811163984,0.492214663643235,0.010590645435003473,0.48072562358276644,0.5015873015873016,0.5080876795162509,0.0143581171632959,0.49160997732426304,0.5179138321995465,0.508692365835223,0.02211126602616791,0.48639455782312924,0.5306122448979592,0.48613756613756615,0.006599743279633266,0.47863945578231293,0.4910657596371882,-0.023134660502818843,0.016461183531268585,-0.042141031287257186,-0.013434078420038319,-0.08525992080168891,0.7947931257870893,-0.9957308897273317,0.4698658727812508,-0.11361305305993448,1.2694250397765623,-1.5627118150202246,0.8020502080430132,-0.12353734468858117,0.08780404887370301,-0.2249225221157758,-0.07226566430881576,-0.013831326179191214,0.15414715887397604,-0.19015935156244268,0.09537234400136185,735.0,0.0,735,735,4410.0,0.0,4410,4410
macro_shock_union,mlp,core6,10,0.005737530514395216,8.724719020358001e-06,0.005728497941355502,0.0057459107613439435,0.004127654682677889,5.180952962318804e-06,0.004123464298731393,0.0041334475476198385,0.49569160997732425,0.007936507936507938,0.49002267573696145,0.5047619047619047,0.5077853363567649,0.012701111904033193,0.49523809523809526,0.5206349206349207,0.5200302343159486,0.03383044664026399,0.4977324263038549,0.5589569160997733,0.4959032501889645,0.004412242388532039,0.49170068027210884,0.500498866213152,0.001540821230641777,0.009814861493962844,-0.006657390265331874,0.01241661513333505,0.382742366132461,0.5804790326357963,-0.26585685622905875,0.8534837537768165,0.6832066034596714,0.9822395054757213,-0.4019383400120966,1.51150584128587,-0.11257856179311905,0.04077031671589859,-0.14425189981488984,-0.066578695520775,0.07758497953606518,0.1155298306775462,-0.0503406796285617,0.1743107618524391,735.0,0.0,735,735,4410.0,0.0,4410,4410
macro_shock_union,oursmain,core6,10,0.005752864661335392,4.520431294909223e-06,0.005747764621949404,0.005756377228579433,0.004138869116793164,9.513737917918275e-06,0.004131292496830468,0.004149546354965929,0.5148904006046863,0.01047592870395069,0.5031746031746032,0.5233560090702948,0.5254724111866969,0.015341494918359264,0.5138321995464853,0.5428571428571428,0.5170068027210885,0.028321986387294343,0.4943310657596372,0.5487528344671202,0.5078760393046108,0.0036623479737307968,0.5036734693877551,0.5103854875283447,0.033481334242116086,0.010743090416393413,0.021176163993990183,0.040994463583866124,0.3277403316101623,0.5756356005934755,-0.2995999081484838,0.8316458644789826,0.4881518236094366,0.8317583672008396,-0.4057256524351604,1.2393261196681233,-0.13054124853526142,0.04707809499556994,-0.16678009516158454,-0.07733042278778157,0.06503864406568027,0.11951767038989766,-0.06610646072090276,0.16782939971108135,735.0,0.0,735,735,4410.0,0.0,4410,4410
risk_off,foundation_relational,core6,10,0.006150100215978876,3.318618549796748e-05,0.00611218528221648,0.00617387081658462,0.0043169584359822105,3.387438809372801e-05,0.004277914704856718,0.004338521003280806,0.5314569536423841,0.021295564438824237,0.5093818984547461,0.5518763796909493,0.5621780721118469,0.02558548734468539,0.5386313465783664,0.5894039735099338,0.5775941230486685,0.03488231389021593,0.5399449035812672,0.6088154269972452,0.494775570272259,0.00819259199983329,0.4869757174392936,0.5033112582781457,0.004908593941946291,0.013805562718478754,-0.008847080178883145,0.018763510196766645,1.051750876461831,0.6273657934206838,0.56785703193094,1.7605734772255244,2.0946030266071545,1.262345852348215,1.0921658897530584,3.5122586583029047,-0.05655206686757689,0.014645184389991251,-0.06619490359025804,-0.03969972166032676,0.09512264657966323,0.05557840609957571,0.04700756191459732,0.15595875869576048,302.0,0.0,302,302,1812.0,0.0,1812,1812
risk_off,gnn,core6,10,0.006167825114628667,9.280499026915444e-06,0.0061571177087864516,0.00617355465965244,0.004333376376666017,1.3228290772813202e-05,0.004318116713168028,0.004341593302288434,0.5198675496688742,0.010870703975492467,0.5110375275938189,0.5320088300220751,0.5478292862398823,0.01753311634649567,0.5275938189845475,0.5584988962472406,0.5472910927456383,0.03595366749394284,0.5068870523415978,0.5757575757575758,0.5022075055187637,0.012711858762814948,0.48763796909492274,0.5110375275938189,0.021549076351917176,0.04036967044702449,-0.024722914959251975,0.04957254651645603,0.8727312521810934,1.9262215450876785,-1.15878639436744,2.6727295029144713,1.9662781659534787,3.754143250219816,-1.6729186661123585,5.825674698536779,-0.07991435822956798,0.06783648599960886,-0.15419032566387614,-0.021233409789601865,0.0765284207386685,0.17130496469704545,-0.10337485121408463,0.23769452494570942,302.0,0.0,302,302,1812.0,0.0,1812,1812
risk_off,gru,core6,10,0.006175156814767568,1.7092116531010414e-06,0.00617326990087216,0.006176601342008328,0.004338766674430282,5.110715955897867e-06,0.00433375798595143,0.00434397364653407,0.5045989698307579,0.007830683095582333,0.49613686534216334,0.5115894039735099,0.5371596762325239,0.020060788639022158,0.5209713024282561,0.5596026490066225,0.5371900826446281,0.026566531022019137,0.5179063360881543,0.5674931129476584,0.49323031640912435,0.006660426202724697,0.48874172185430464,0.5008830022075055,0.001151199805432511,0.019165933975604028,-0.012550672238377174,0.02305295148724472,0.08042534675232309,0.10185961930696184,-0.037085104324930306,0.14352251437652896,0.11872160909319111,0.15905165633354026,-0.06160966280795448,0.23901868482564173,-0.08937883467115171,0.007794990330205149,-0.09491439127577905,-0.0804645057869493,0.007091897323183123,0.008947972363528353,-0.003234328047710733,0.012559988058001181,302.0,0.0,302,302,1812.0,0.0,1812,1812
risk_off,lstm,core6,10,0.006154501831033141,1.8449546919753778e-05,0.006133802610666315,0.006169215211226348,0.004323168161246783,2.081065629954794e-05,0.004300416734457675,0.004341241848208977,0.515084621044886,0.017111134590483426,0.4977924944812362,0.5320088300220751,0.5485651214128036,0.019149394672072256,0.5320088300220751,0.5695364238410596,0.5821854912764004,0.010429583738843439,0.5702479338842975,0.5895316804407713,0.48094186902133923,0.01762183135810793,0.46114790286975715,0.4949227373068433,-0.03051073649226539,0.04560536443283346,-0.0792957483187684,0.011053438846744404,0.15276574703449755,1.655763392149114,-1.7516834047453824,1.2511323155029292,0.362360549287056,2.9501408924596895,-2.9823627902461958,2.5941421166699565,-0.09768743925981956,0.04385162802799503,-0.1480596698024783,-0.06803544520334981,0.019718265868050366,0.14301753451552632,-0.1441651279751568,0.11928636615857613,302.0,0.0,302,302,1812.0,0.0,1812,1812
risk_off,mlp,core6,10,0.006167072249771439,1.5459761150962522e-05,0.006149430000920852,0.006178252930609553,0.004335786766696118,1.584409772740235e-05,0.004317624971021802,0.004346777459341307,0.5045989698307579,0.01960779834785983,0.48233995584988965,0.5193156732891833,0.5327446651949964,0.016568550771446214,0.5165562913907285,0.5496688741721855,0.5537190082644629,0.02524835093639583,0.5261707988980716,0.5757575757575758,0.4906548933038999,0.007880310313807336,0.48233995584988965,0.49801324503311256,-0.008793278101863394,0.015569874405522528,-0.026600298144740932,0.0022558127029913165,0.4966617094746765,1.3388571054495988,-1.0464325384866386,1.3499612355264983,1.0346798731094027,2.245145052202023,-1.5391239369595269,2.59051813842864,-0.07299174772227464,0.029305977048478024,-0.10535220758083597,-0.04824175880730763,0.049065833609499045,0.12009800688442661,-0.08883453210683001,0.13071042898218366,302.0,0.0,302,302,1812.0,0.0,1812,1812
risk_off,oursmain,core6,10,0.006162333576383201,1.564579860436381e-05,0.0061472037936255615,0.0061784488051383046,0.004309501860126169,2.054794166277436e-05,0.00428760802817006,0.004328367929991163,0.5456217807211184,0.022008269097443196,0.522075055187638,0.5656732891832229,0.5654893303899926,0.017146696391068483,0.5463576158940397,0.5794701986754967,0.5702479338842975,0.02627931684344199,0.5399449035812672,0.5867768595041323,0.5050772626931567,0.013169394029381573,0.4913907284768212,0.5176600441501104,0.03044823833146626,0.03545573386664662,-0.008828875224152636,0.060091310443700266,-0.029628647267445112,1.7659626988115773,-1.8923904523745811,1.620231967365297,0.2579294408550952,2.572250641932493,-2.315156857865569,2.829343610755667,-0.1233395909128679,0.08973462871316974,-0.2165265997032293,-0.037510393140109954,-0.012355288914022822,0.1624899821532713,-0.1874697752832617,0.13354732082098053,302.0,0.0,302,302,1812.0,0.0,1812,1812
vix_spike,foundation_relational,core6,10,0.006352038483278408,4.234103436029103e-06,0.006347955535631272,0.006356409074056973,0.004368284215480745,3.659633324917642e-06,0.004364677316358645,0.0043719943965685425,0.5277777777777778,0.011619347146173211,0.520042194092827,0.5411392405063291,0.5330520393811534,0.017052539596318052,0.5232067510548524,0.5527426160337553,0.5508771929824561,0.021270799391196693,0.5263157894736842,0.5631578947368421,0.5045007032348804,0.008108880621884454,0.4957805907172996,0.5118143459915612,0.028415209924322737,0.011600378448338092,0.016529535740418485,0.03970751820885277,1.5421125612590123,0.7922380944653721,0.6857044222394298,2.248821608979042,2.8716119905698605,1.6107239864460756,1.4438169901854376,4.617731772138846,-0.03718125056957433,0.007255873481403553,-0.04488337337352277,-0.03047437436043765,0.07291096081204766,0.03755928722149543,0.036480874605786084,0.1115058142881935,158.0,0.0,158,158,948.0,0.0,948,948
vix_spike,gnn,core6,10,0.006388862957335792,1.2058834423632473e-05,0.006380397809224268,0.006402670051653376,0.004402080684292718,1.3288294046780613e-05,0.004390387960513338,0.004416531633135775,0.49331926863572434,0.019026370265075507,0.47362869198312235,0.5116033755274262,0.49367088607594933,0.03395248299458032,0.4620253164556962,0.5295358649789029,0.4982456140350877,0.0317248093333774,0.46842105263157896,0.531578947368421,0.50070323488045,0.01118209800860812,0.48818565400843883,0.509704641350211,0.016219290528311687,0.017862800331175113,-0.003028522076829579,0.032263548698923,0.37791278944076034,1.291607092932188,-0.6849946772983059,1.8154126973375595,1.0149861463708147,2.8733097680446735,-1.2167397397120656,4.256986126430712,-0.06606856158138423,0.025876208710047886,-0.08937527745501939,-0.038223356202252035,0.019553720061139757,0.06391838388146258,-0.03242554242251572,0.09092150686001332,158.0,0.0,158,158,948.0,0.0,948,948
vix_spike,gru,core6,10,0.006385884541187734,2.359500367692892e-05,0.006371747614265479,0.006413123147717526,0.004401525599251051,2.367864718015116e-05,0.004383212483434409,0.004428264838243233,0.4954289732770745,0.019517143581403513,0.4831223628691983,0.5179324894514767,0.5021097046413502,0.024330300832638808,0.4831223628691983,0.5295358649789029,0.5017543859649123,0.01691868554560162,0.48947368421052634,0.5210526315789473,0.490436005625879,0.0006445254141991375,0.489873417721519,0.4911392405063291,-0.012521918952642415,0.005978656657118375,-0.01770576464281721,-0.005981560554193659,0.026257362997272476,0.6520231248365262,-0.7081108339319797,0.5371831353972875,0.14690522545789733,0.9364776668657168,-0.9112178537044202,0.8690265551205185,-0.07130518921682476,0.024177968063147644,-0.0987170065400278,-0.053014703918051964,0.001856583577288499,0.0323129762277366,-0.034508303391248774,0.027272607054783293,158.0,0.0,158,158,948.0,0.0,948,948
vix_spike,lstm,core6,10,0.006381993565360264,2.5298696302382998e-05,0.006364950573526966,0.0064110619918658785,0.004400694115755374,1.6913558736573453e-05,0.00439023204663386,0.004420207212541455,0.4912095639943741,0.020079172342150817,0.4704641350210971,0.510548523206751,0.5042194092827004,0.016877637130801697,0.4873417721518987,0.5210970464135021,0.519298245614035,0.01992599419579044,0.5052631578947369,0.5421052631578948,0.49479606188466946,0.01667779008893531,0.47848101265822784,0.5118143459915612,-0.0003658190599253105,0.0464022967686563,-0.051400213608427225,0.03928612530110895,0.7035598004318865,2.0575778978529624,-1.670596574530578,1.9691423581853038,1.2837439524194556,3.33659095590186,-2.567869993141356,3.2910476599638736,-0.04910063919472426,0.02905382523870451,-0.08262771725048879,-0.031299777274398366,0.04226024211417704,0.10245201455870255,-0.07601334505989144,0.10361834609602738,158.0,0.0,158,158,948.0,0.0,948,948
