model,universe,lookback,seed,rmse,mae,hit_ratio,non_tiny_hit_ratio,extreme_hit_ratio,pairwise_hit,ic,long_short_sharpe,long_short_sortino,max_drawdown,cumulative_return,scenario,n_dates,n_currency_obs
gru,core6,10,42,0.0063727828615801965,0.004383212483434409,0.5179324894514767,0.5295358649789029,0.5210526315789473,0.4911392405063291,-0.005981560554193659,-0.7081108339319797,-0.9112178537044202,-0.0987170065400278,-0.034508303391248774,vix_spike,158,948
gru,core6,10,42,0.00573942281602882,0.004122883001144738,0.49682539682539684,0.5070294784580499,0.4897959183673469,0.4997732426303855,0.017424772513707776,0.2668721825165573,0.36966331365453686,-0.08233340010201573,0.05068561800885618,macro_shock_union,735,4410
gru,core6,10,42,0.005999970201940931,0.004360194598813687,0.4927628778203491,0.4989357173265219,0.4787234042553192,0.4967220093656875,0.008985669509765825,0.11603180021345494,0.16136078951241783,-0.10337091125506959,0.023688291324788224,extreme_union,783,4698
gnn,core6,10,42,0.005440356156117872,0.003923737247617678,0.4984751448612382,0.5105215004574566,0.5129573170731707,0.4994205550472705,0.016762155684351725,0.4555624288231495,0.6794108637293548,-0.10972168420948947,0.12040480586824742,all_test,1093,6558
gnn,core6,10,42,0.00995969647946126,0.008456924475867897,0.5094161958568738,0.4934086629001883,0.5352112676056338,0.49830508474576274,-0.0014527845036319711,-0.2736279170625506,-0.40520810508902916,-0.09187586228654254,-0.016951123852777528,high_fx_vol,177,1062
gnn,core6,10,42,0.011747809613083556,0.009395330736614457,0.47530864197530864,0.46502057613168724,0.46938775510204084,0.5111111111111111,0.036331569664903,-0.3036836970060652,-0.4949751090918862,-0.04880781231622677,-0.011535816767718643,large_abs_move,81,486
gnn,core6,10,42,0.009944424764633909,0.007407248455843576,0.51,0.5066666666666667,0.5083333333333333,0.5026666666666667,0.017142857142857133,-0.33719437962217635,-0.58752677112088,-0.06925549566949485,-0.016551075110328384,cross_section_dispersion,100,600
gnn,core6,10,42,0.00617355465965244,0.004341593302288434,0.5110375275938189,0.5275938189845475,0.5068870523415978,0.5079470198675496,0.03979759749854747,1.1042506479962486,1.7460784654360155,-0.06431933923522593,0.09526558848438071,risk_off,302,1812
gnn,core6,10,42,0.006067753375939499,0.004405773206292763,0.4899789029535865,0.5010548523206751,0.5184210526315789,0.5052742616033755,0.0381177735709725,1.227759176305174,1.9789222877722517,-0.03145376766406116,0.0990620293473512,dollar_shock,316,1896
gnn,core6,10,42,0.005893773319726855,0.004214236126790786,0.5176415970287837,0.5246053853296193,0.5150812064965197,0.5051067780872794,0.029115387871873327,0.7221964274120596,1.0946869249216484,-0.03803111070737941,0.06607945715268215,commodity_shock,359,2154
gnn,core6,10,42,0.006298850181508357,0.004447239046627482,0.4973544973544973,0.5092592592592593,0.48514851485148514,0.5079365079365079,0.033343211057281275,0.9062792712814398,1.3614249375105747,-0.04573871903176041,0.06339122900249095,yield_shock,252,1512
gnn,core6,10,42,0.006402670051653376,0.004416531633135775,0.47362869198312235,0.4620253164556962,0.46842105263157896,0.48818565400843883,-0.003028522076829579,-0.6849946772983059,-1.2167397397120656,-0.08937527745501939,-0.03242554242251572,vix_spike,158,948
gnn,core6,10,42,0.005737510669615058,0.004124528167444994,0.49569160997732425,0.4997732426303855,0.4954648526077097,0.5053968253968254,0.03177521571642543,0.7229814345114279,1.0720035266593697,-0.07295319289232793,0.13649970165647574,macro_shock_union,735,4410
gnn,core6,10,42,0.005995953552552058,0.004359529935270614,0.4985100042571307,0.5014899957428693,0.5031914893617021,0.5042997020008514,0.02836772210563927,0.5624469881540924,0.8368277862045719,-0.08305025190475135,0.11467582805858001,extreme_union,783,4698
oursmain,core6,10,123,0.005468121301162144,0.003960844400794918,0.5152485513876182,0.5315645013723697,0.5457317073170732,0.5090576395242452,0.03518340881480926,0.0055965808690618,0.007509239359452399,-0.12914896691995637,0.0017057426941846643,all_test,1093,6558
oursmain,core6,10,123,0.009942140780409045,0.008388608341932521,0.5583804143126178,0.5574387947269304,0.5633802816901409,0.4847457627118644,-0.04245359160613398,-2.165598899722797,-2.827109153242496,-0.1708347120002145,-0.1611787108849967,high_fx_vol,177,1062
oursmain,core6,10,123,0.011701044092293595,0.00929494558911554,0.5740740740740741,0.5596707818930041,0.5408163265306123,0.48641975308641977,-0.04550264550264552,-3.2616923797326374,-4.986501786991599,-0.1714514424711524,-0.1464462702460878,large_abs_move,81,486
oursmain,core6,10,123,0.009916115744557674,0.007320937721357647,0.585,0.5833333333333334,0.55,0.494,-0.037714285714285714,-2.08424150497257,-3.566154099229024,-0.13844190836607595,-0.1231650526933663,cross_section_dispersion,100,600
oursmain,core6,10,123,0.006161348130385735,0.004312529622217286,0.5491169977924945,0.5794701986754967,0.5867768595041323,0.4913907284768212,-0.008828875224152636,-1.8923904523745811,-2.315156857865569,-0.2165265997032293,-0.1874697752832617,risk_off,302,1812
oursmain,core6,10,123,0.006048861193914307,0.004425291409904946,0.5268987341772152,0.5685654008438819,0.6105263157894737,0.49641350210970464,0.006744273721110838,-0.4179933760022602,-0.5652374742262138,-0.1078471103787706,-0.03993382745693452,dollar_shock,316,1896
oursmain,core6,10,123,0.005955266606857312,0.004263976606998202,0.520891364902507,0.5199628597957289,0.5266821345707656,0.5056638811513463,0.024021874143262106,-0.30445115941756085,-0.4089852438585976,-0.14599555198765302,-0.033780573380227,commodity_shock,359,2154
oursmain,core6,10,123,0.006325424987589322,0.00444855226754846,0.5509259259259259,0.5476190476190477,0.5313531353135313,0.5195767195767196,0.057586494158138234,0.061852169604531784,0.07465796435934217,-0.10043652884337462,0.005250629683587249,yield_shock,252,1512
oursmain,core6,10,123,0.006349797551318166,0.00436662686032466,0.5485232067510548,0.5991561181434599,0.6263157894736842,0.5122362869198313,0.04025165774963575,0.5049657270268201,0.6050727494749026,-0.060270480683357164,0.027364007164123905,vix_spike,158,948
