date,D_F,VIX,Delta_US2Y_abs,Oil_return_abs,ShockScore,is_large_update,is_stress_day,rolling_update_ratio_20d,rolling_stress_ratio_20d
2022-01-03,0.7392203211784363,16.600000381469727,0.050000000000000044,0.011501253639260689,0.9693720749281715,0,0,0.05,0.1
2022-01-04,0.7582739591598511,16.90999984741211,0.010000000000000009,0.011890073238476795,0.6277983517338375,0,0,0.05,0.1
2022-01-05,0.6851685047149658,19.729999542236328,0.05999999999999994,0.011108363136662192,1.1173154153949216,0,0,0.05,0.1
2022-01-06,0.7342820763587952,19.61000061035156,0.050000000000000044,0.020469860184824107,0.8288502770330802,0,0,0.05,0.1
2022-01-07,0.4868837594985962,18.76000022888184,0.010000000000000009,0.007072491673356218,0.6239184269497955,0,0,0.05,0.1
2022-01-10,0.542534589767456,19.39999961853028,0.050000000000000044,0.00852799858316633,0.5096944396710357,0,0,0.05,0.1
2022-01-11,0.7559477686882019,18.40999984741211,0.020000000000000018,0.03750828867967382,1.0423286990559824,0,1,0.05,0.15
2022-01-12,0.7608171701431274,17.6200008392334,0.020000000000000018,0.017332280137976497,0.7944929934191276,0,0,0.05,0.15
2022-01-13,0.7308658361434937,20.309999465942383,0.010000000000000009,0.0063121918290258705,0.8075632641067383,0,0,0.05,0.15
2022-01-14,0.6047748923301697,19.190000534057617,0.07999999999999996,0.020490013259388817,0.9995300812758108,0,1,0.05,0.15
2022-01-17,0.6619709730148315,19.190000534057617,0.0,0.0,0.1862522555923628,0,0,0.05,0.1
2022-01-18,0.7394598722457886,22.790000915527344,0.07000000000000006,0.01902569187968073,1.2562972536021282,0,1,0.05,0.15
2022-01-19,0.5603605508804321,23.850000381469727,0.020000000000000018,0.0177509015490509,0.9746461297479487,0,0,0.05,0.15
2022-01-20,0.6914533972740173,25.59000015258789,0.040000000000000036,0.0006901824544431889,0.8339069920033227,0,0,0.05,0.15
2022-01-21,0.744157075881958,28.850000381469727,0.07000000000000006,0.020461096599159845,1.43128901078921,0,1,0.05,0.2
2022-01-24,0.7079334855079651,29.89999961853028,0.020000000000000018,0.021728392549470676,0.7144782965593985,0,1,0.0,0.25
2022-01-25,0.7671911716461182,31.15999984741211,0.030000000000000027,0.027116704640271827,1.28090336524203,0,1,0.0,0.3
2022-01-26,0.7497045993804932,31.959999084472656,0.10999999999999988,0.02023775378949466,1.059849555788279,0,1,0.0,0.35
2022-01-27,0.5797338485717773,30.489999771118164,0.050000000000000044,0.008507729721423551,1.134628189711169,0,1,0.0,0.4
2022-01-28,0.49223703145980835,27.65999984741211,0.030000000000000027,0.0024217169663280913,1.0614099858123731,0,0,0.0,0.4
2022-01-31,0.9894555807113647,24.82999992370605,0.030000000000000027,0.015202919797498993,0.8083585555708553,1,0,0.05,0.4
2022-02-01,0.8456251621246338,21.959999084472656,0.0,0.0005670022584096657,0.6420064693416938,0,0,0.05,0.4
