Metric,Normal_mean,Normal_median,VIX_mean,VIX_median,VIX_over_Normal_mean_ratio,US2Y_mean,US2Y_median,US2Y_over_Normal_mean_ratio,Oil_mean,Oil_median,Oil_over_Normal_mean_ratio,Composite_mean,Composite_median,Composite_over_Normal_mean_ratio
D_F,0.6413982869418684,0.6405753493309021,0.746306725209806,0.7387624680995941,1.1635620805396416,0.6591646069232722,0.6483379900455475,1.0276993567679833,0.6885834492363587,0.6906765103340149,1.0735660871786727,0.6878273864683596,0.6882503628730774,1.0723873145137146
D_MA,0.026417292812494088,0.024807702749967575,0.03501305626080621,0.03304198570549488,1.3253839637542786,0.02755672026567323,0.026223563589155674,1.0431318780551624,0.030362635447764425,0.028331798501312733,1.1493469698853864,0.03009457160375144,0.02838670276105404,1.139199683185515
edge_turnover,0.29612574381086193,0.3076923076923077,0.3971636849370422,0.3902439024390244,1.3411994506947458,0.3067911469146739,0.3076923076923077,1.03601646707754,0.33516362131430477,0.35,1.1318287191107737,0.3283482326494852,0.35,1.1088135344899135
