mean_D_F,median_D_F,Q75_D_F,Q90_D_F,Q95_D_F,Q99_D_F,frac_update_days,stress_share_among_update_days,stress_days_with_large_update,normal_days_with_large_update
0.6570259642667488,0.6506113111972809,0.7527385652065277,0.8542396724224091,0.9113312780857085,1.06267085313797,0.10054347826086957,0.45045045045045046,0.117096018735363,0.08233532934131736
