regime,n_obs,D_F_mean,D_F_std,D_MA_mean,D_MA_std,edge_turnover_mean,edge_turnover_std,graph_entropy_mean,graph_entropy_std,dynamic_intensity_mean,dynamic_intensity_std
normal,668,0.6413982869418684,0.1569156914313884,0.026417292812494088,0.01149811600645103,0.29612574381086193,0.13525454072401893,1.7852392269822652,0.0027263402911210798,0.9762145209233897,0.23882723052850727
VIX_top10,82,0.746306725209806,0.16269075761182372,0.03501305626080621,0.013609339657620127,0.3971636849370422,0.14603966755085285,1.7851554635094433,0.0028288363172801136,1.1358861990203994,0.24761693823339473
US2Y_shock_top10,322,0.6591646069232722,0.1434817469469932,0.02755672026567323,0.01109173626257773,0.3067911469146739,0.1365648777995515,1.7852262943427755,0.0025320454016117045,1.0032550352220966,0.21838063448056072
Oil_shock_top10,108,0.6885834492363587,0.16705047006220863,0.030362635447764425,0.012574087742611982,0.33516362131430477,0.1330510438453007,1.784426736610907,0.00679178958998337,1.0480308034763597,0.2542524635969072
composite_macro_shock_top10,103,0.6878273864683596,0.154455205762114,0.03009457160375144,0.012211623169564048,0.3283482326494852,0.1392192892276232,1.7850123551285382,0.002378764620389059,1.0468800684839583,0.23508234706409709
