date,D_F,D_MA,edge_turnover,graph_entropy,dynamic_intensity,VIX,Delta_US2Y_abs,Oil_return_abs,ShockScore,is_vix_stress,is_us2y_shock,is_oil_shock,is_composite_stress,is_normal
2022-01-03,0.7392203211784363,0.03241410851478577,0.5,1.7864603996276855,1.1251006221683988,16.600000381469727,0.050000000000000044,0.011501253639260689,0.9693720749281715,False,False,False,False,True
2022-01-04,0.7582739591598511,0.03339807316660881,0.3902439024390244,1.7853716611862183,1.1541004471641279,16.90999984741211,0.010000000000000009,0.011890073238476795,0.6277983517338375,False,False,False,False,True
2022-01-05,0.6851685047149658,0.0286834966391325,0.35,1.7853636741638184,1.0428332242220926,19.729999542236328,0.05999999999999994,0.011108363136662192,1.1173154153949216,False,False,False,False,True
2022-01-06,0.7342820763587952,0.031771544367074966,0.26315789473684215,1.7837975025177002,1.1175845648309315,19.61000061035156,0.050000000000000044,0.020469860184824107,0.8288502770330802,False,False,False,False,True
2022-01-07,0.4868837594985962,0.015690162777900696,0.3076923076923077,1.786292552947998,0.741041885675287,18.76000022888184,0.010000000000000009,0.007072491673356218,0.6239184269497955,False,False,False,False,True
2022-01-10,0.542534589767456,0.018189184367656708,0.4285714285714286,1.7862545251846313,0.8257429984096708,19.39999961853028,0.050000000000000044,0.00852799858316633,0.5096944396710357,False,False,False,False,True
2022-01-11,0.7559477686882019,0.03308596462011337,0.35,1.786454439163208,1.1505599623154936,18.40999984741211,0.020000000000000018,0.03750828867967382,1.0423286990559824,False,False,True,False,False
2022-01-12,0.7608171701431274,0.03265003114938736,0.35,1.786068081855774,1.1579712393726378,17.6200008392334,0.020000000000000018,0.017332280137976497,0.7944929934191276,False,False,False,False,True
2022-01-13,0.7308658361434937,0.032101865857839584,0.3076923076923077,1.784530520439148,1.112385013517752,20.309999465942383,0.010000000000000009,0.0063121918290258705,0.8075632641067383,False,False,False,False,True
2022-01-14,0.6047748923301697,0.02222307398915291,0.3902439024390244,1.7833832502365112,0.9204733529887018,19.190000534057617,0.07999999999999996,0.020490013259388817,0.9995300812758108,False,True,False,False,False
2022-01-17,0.6619709730148315,0.027849528938531876,0.26315789473684215,1.7882102727890015,1.007526352101768,19.190000534057617,0.0,0.0,0.1862522555923628,False,False,False,False,True
2022-01-18,0.7394598722457886,0.031597744673490524,0.4651162790697675,1.7879900932312012,1.1254652212563805,22.790000915527344,0.07000000000000006,0.01902569187968073,1.2562972536021282,False,True,False,False,False
2022-01-19,0.5603605508804321,0.02015647105872631,0.4285714285714286,1.7859902381896973,0.8528742870990653,23.850000381469727,0.020000000000000018,0.0177509015490509,0.9746461297479487,False,False,False,False,True
2022-01-20,0.6914533972740173,0.02901521883904934,0.35,1.78391695022583,1.05239889270531,25.59000015258789,0.040000000000000036,0.0006901824544431889,0.8339069920033227,False,False,False,False,True
2022-01-21,0.744157075881958,0.03382273390889168,0.5,1.7880947589874268,1.1326144115344305,28.850000381469727,0.07000000000000006,0.020461096599159845,1.43128901078921,False,True,False,False,False
2022-01-24,0.7079334855079651,0.030237821862101555,0.35,1.7862727642059326,1.077481749594101,29.89999961853028,0.020000000000000018,0.021728392549470676,0.7144782965593985,True,False,False,False,False
2022-01-25,0.7671911716461182,0.03655506670475006,0.35,1.7822448015213013,1.167672532547702,31.15999984741211,0.030000000000000027,0.027116704640271827,1.28090336524203,True,False,False,False,False
2022-01-26,0.7497045993804932,0.03605788201093674,0.35,1.787307620048523,1.1410577970324722,31.959999084472656,0.10999999999999988,0.02023775378949466,1.059849555788279,True,True,False,False,False
2022-01-27,0.5797338485717773,0.021919216960668564,0.4285714285714286,1.7882667779922485,0.882360637327152,30.489999771118164,0.050000000000000044,0.008507729721423551,1.134628189711169,True,False,False,False,False
2022-01-28,0.49223703145980835,0.014723926782608032,0.16666666666666663,1.7875357866287231,0.7491896184169882,27.65999984741211,0.030000000000000027,0.0024217169663280913,1.0614099858123731,False,False,False,False,True
2022-01-31,0.9894555807113647,0.05369541049003601,0.625,1.7867722511291504,1.5059611560619324,24.82999992370605,0.030000000000000027,0.015202919797498993,0.8083585555708553,False,False,False,False,True
2022-02-01,0.8456251621246338,0.03996769338846207,0.4651162790697675,1.7851719856262207,1.287049839905608,21.959999084472656,0.0,0.0005670022584096657,0.6420064693416938,False,False,False,False,True
2022-02-02,0.7770901322364807,0.034234870225191116,0.3076923076923077,1.7851189374923706,1.182738848231885,22.09000015258789,0.020000000000000018,0.0006800996329197062,0.6373968429448477,False,False,False,False,True
2022-02-03,0.670873761177063,0.027346091344952583,0.21621621621621623,1.7830160856246948,1.0210764835218462,24.350000381469727,0.030000000000000027,0.022518114077128004,1.0968094487912214,False,False,False,False,True
2022-02-04,0.5999957323074341,0.021103598177433014,0.16666666666666663,1.7840046882629395,0.9131994242816956,23.21999931335449,0.1200000000000001,0.02234730943178942,1.0247086314309177,False,True,False,False,False
2022-02-07,0.8247888684272766,0.03963657096028328,0.3076923076923077,1.787928819656372,1.2553367953220822,22.86000061035156,0.010000000000000009,0.01078263323438744,0.598719623071104,False,False,False,False,True
2022-02-08,0.6947100758552551,0.027762148529291153,0.3076923076923077,1.7876747846603394,1.0573555896371691,21.440000534057617,0.050000000000000044,0.021696656728566133,0.8451141971126283,False,False,False,False,True
2022-02-09,0.43684452772140503,0.012956550344824791,0.21621621621621623,1.7857952117919922,0.664881681210674,19.959999084472656,0.010000000000000009,0.0033516179804982116,0.986283574971484,False,False,False,False,True
2022-02-10,0.4854663610458374,0.016633091494441032,0.35,1.7828768491744995,0.7388845912457761,23.90999984741211,0.25,0.002450637187107141,1.8407819066622035,False,True,False,True,False
2022-02-11,0.6105684041976929,0.02296433225274086,0.16666666666666663,1.786136507987976,0.9292911352113268,27.36000061035156,0.1100000000000001,0.03519875113453885,1.7266221798997836,False,True,False,True,False
2022-02-14,0.6459362506866455,0.024843869730830193,0.3902439024390244,1.7871932983398438,0.9831213465156394,28.32999992370605,0.08000000000000007,0.025033134093715326,0.9371915185013313,False,True,False,False,False
2022-02-15,0.6020537614822388,0.022064343094825745,0.16666666666666663,1.7865208387374878,0.9163317649907852,25.700000762939453,0.0,0.03615814800191064,1.1632324584537386,False,False,True,False,False
2022-02-16,0.517069935798645,0.01769709587097168,0.16666666666666663,1.7841588258743286,0.7869855438284181,24.290000915527344,0.06000000000000005,0.017122088870282326,0.6721070786630983,False,True,False,False,False
2022-02-17,0.8786702752113342,0.045490432530641556,0.5,1.7839709520339966,1.337344828055017,28.11000061035156,0.030000000000000027,0.020494746753687565,1.360838664010239,False,False,False,False,True
2022-02-18,0.7146701812744141,0.03176422044634819,0.5957446808510638,1.7878798246383667,1.087735067016582,27.75,0.020000000000000018,0.007548057873018266,0.5682030696576951,False,False,False,False,True
2022-02-21,0.908084511756897,0.04901836812496185,0.3902439024390244,1.778998613357544,1.3821135862856675,27.75,0.0,0.0,0.05479183140946882,False,False,False,False,True
2022-02-22,0.5960860252380371,0.02207571640610695,0.16666666666666663,1.7832512855529785,0.9072488115479138,28.809999465942383,0.09000000000000008,0.013957251893741862,0.8229505964523329,False,True,False,False,False
2022-02-23,1.255860686302185,0.085423044860363,0.7058823529411764,1.7832258939743042,1.911432355191372,31.020000457763672,0.020000000000000018,0.0027107634288379145,0.7234176684214001,True,False,False,False,False
2022-02-24,0.9542179703712463,0.05230848491191864,0.653061224489796,1.7865864038467407,1.4523291654610884,30.31999969482422,0.040000000000000036,0.007679439608249794,0.9475498519883847,True,False,False,False,False
2022-02-25,0.5482047200202942,0.02063942514359951,0.625,1.788499116897583,0.8343729925974309,27.59000015258789,0.010000000000000009,0.013232310870709085,1.013027331767363,False,False,False,False,True
2022-02-28,0.786002516746521,0.03631402179598808,0.3076923076923077,1.7853447198867798,1.196303585388008,30.14999961853028,0.1100000000000001,0.044105220361855935,1.5008857302020793,True,True,True,True,False
2022-03-01,0.6389968991279602,0.02520086243748665,0.3902439024390244,1.787880301475525,0.9725595849779213,33.31999969482422,0.1299999999999999,0.07727442881735058,2.38998788210019,True,True,True,True,False
2022-03-02,0.5453479290008545,0.018340248614549637,0.4651162790697675,1.789017915725708,0.8300249284800203,30.739999771118164,0.18999999999999995,0.06721837068148417,2.3115600653441657,True,True,True,True,False
2022-03-03,1.004183053970337,0.05754688009619713,0.625,1.784045696258545,1.5283765156670674,30.479999542236328,0.030000000000000027,0.026849098470408173,0.8931646503211326,True,False,False,False,False
2022-03-04,0.9067502021789551,0.049733199179172516,0.4285714285714286,1.779232382774353,1.3800827539434037,31.979999542236328,0.030000000000000027,0.07175678422710519,1.7041529746708908,True,False,True,True,False
2022-03-07,0.7668980956077576,0.036039967089891434,0.3076923076923077,1.784509539604187,1.167226467925755,36.45000076293945,0.050000000000000044,0.031651452689499315,1.9731370604178007,True,False,False,True,False
2022-03-08,0.6592472791671753,0.027275685220956802,0.35,1.7852309942245483,1.0033808631929824,35.130001068115234,0.07999999999999985,0.03538004098974756,1.7819116624833542,True,True,False,True,False
2022-03-09,0.7396811842918396,0.03571492061018944,0.3902439024390244,1.7786539793014526,1.1258020603739909,32.45000076293945,0.050000000000000044,0.1292674886756897,2.408620622576035,True,False,True,True,False
2022-03-10,0.8600996136665344,0.04667789116501808,0.26315789473684215,1.7831635475158691,1.309080097960984,30.229999542236328,0.040000000000000036,0.024964042155666277,1.1700398963924608,True,False,False,False,False
2022-03-11,0.6586817502975464,0.026368089020252228,0.26315789473684215,1.781381607055664,1.0025201226737561,30.75,0.030000000000000027,0.030743124297906377,0.6896287747599672,True,False,False,False,False
2022-03-14,0.538742184638977,0.019743626937270164,0.3076923076923077,1.7862811088562012,0.8199709203872967,31.770000457763672,0.1200000000000001,0.0595447565606646,1.9321685180707233,True,True,True,True,False
2022-03-15,0.4884357154369354,0.014188620261847973,0.26315789473684215,1.7852604389190674,0.7434039779254293,29.82999992370605,0.020000000000000018,0.06590501300543394,1.8832796732350272,True,False,True,True,False
2022-03-16,0.5988979935646057,0.021017473191022873,0.05882352941176472,1.784446358680725,0.9115286550845425,26.670000076293945,0.09999999999999987,0.014623213380847488,1.6787574645057088,False,True,False,True,False
2022-03-17,0.8384716510772705,0.0402134507894516,0.4651162790697675,1.7841397523880005,1.2761621255131703,25.670000076293945,0.010000000000000009,0.08023696196850416,1.5038297878576754,False,False,True,True,False
2022-03-18,0.7213104963302612,0.030078288167715073,0.3902439024390244,1.7853811979293823,1.0978416920466108,23.8700008392334,0.030000000000000027,0.016564261512939105,0.9671653244050814,False,False,False,False,True
2022-03-21,0.4818026125431061,0.014561813324689865,0.3076923076923077,1.78473961353302,0.7333083298771488,23.530000686645508,0.17000000000000015,0.06847066206454233,1.5035407909347145,False,True,True,True,False
2022-03-22,0.3662295639514923,0.008783003315329552,0.16666666666666663,1.785752773284912,0.5574050096477585,22.940000534057617,0.040000000000000036,0.0032160167302421883,0.636472937422357,False,False,False,False,True
2022-03-23,0.7231615781784058,0.03113645315170288,0.35,1.784493327140808,1.1006590568827288,23.56999969482422,0.050000000000000266,0.027969515972833925,0.9539518606376599,False,False,False,False,True
2022-03-24,0.7540643811225891,0.034452155232429504,0.3076923076923077,1.7835463285446167,1.1476934278586526,21.670000076293945,0.0,0.022793295530145308,0.820419874954617,False,False,False,False,True
2022-03-25,0.6420156955718994,0.025307215750217438,0.3076923076923077,1.7866994142532349,0.9771542229498066,20.809999465942383,0.16999999999999993,0.013790929343949543,1.4665186332036322,False,True,False,False,False
2022-03-28,1.1553391218185425,0.07744116336107254,0.7547169811320755,1.7546442747116089,1.758437542276066,19.6299991607666,0.050000000000000266,0.07225922808623242,0.9737376926893366,False,False,True,False,False
2022-03-29,0.6167647242546082,0.03249776363372803,0.3902439024390244,1.7848774194717407,0.9387219954724141,18.89999961853028,0.0,0.01636574344035413,0.7758180261447907,False,False,False,False,True
2022-03-30,0.39801302552223206,0.01480446383357048,0.5333333333333333,1.7877602577209473,0.6057797517421021,19.32999992370605,0.040000000000000036,0.03376725486989951,1.0084419123399833,False,False,False,False,True
2022-03-31,0.7395998239517212,0.031874340027570724,0.4285714285714286,1.7884070873260498,1.125678229133609,20.559999465942383,0.03000000000000025,0.07249690607595749,1.231454097915777,False,False,True,False,False
2022-04-01,0.6216811537742615,0.02243046648800373,0.21621621621621623,1.7891006469726562,0.9462048497080647,19.6299991607666,0.16000000000000014,0.010122884331710047,1.2824456175771841,False,True,False,False,False
2022-04-04,0.5509873032569885,0.01908004656434059,0.3076923076923077,1.7869240045547485,0.8386081117373503,18.56999969482422,0.009999999999999787,0.03960035793359484,0.917470302316167,False,False,True,False,False
2022-04-05,0.709735631942749,0.02928818203508854,0.5652173913043479,1.7870895862579346,1.0802246342482749,21.030000686645508,0.07999999999999963,0.012863164190395793,1.1332305321524034,False,True,False,False,False
2022-04-06,0.8423370718955994,0.04268300160765648,0.5957446808510638,1.782037377357483,1.282045334135887,22.100000381469727,0.009999999999999787,0.057839376275845567,0.8691694987091865,False,False,True,False,False
2022-04-07,0.8097056746482849,0.03977509215474129,0.4285714285714286,1.7871508598327637,1.2323800255758488,21.549999237060547,0.029999999999999805,0.0020805643145935804,0.6636893781959352,False,False,False,False,True
2022-04-08,0.9632015824317932,0.051809705793857574,0.5,1.7866027355194092,1.4660023116518315,21.15999984741211,0.05999999999999961,0.022956418542896984,0.7115134623970426,False,False,False,False,True
2022-04-11,0.7487547397613525,0.033200427889823914,0.21621621621621623,1.7855792045593262,1.1396121013205847,24.3700008392334,0.029999999999999805,0.0412418992938095,1.5534374607514148,False,False,True,True,False
2022-04-12,0.5793178677558899,0.02034577913582325,0.21621621621621623,1.7872977256774902,0.8817275104211992,24.26000022888184,0.10999999999999988,0.06477709331057291,1.394488340573608,False,True,True,False,False
2022-04-13,0.3829215466976166,0.010395316407084465,0.21621621621621623,1.7846518754959106,0.5828103720746869,21.81999969482422,0.020000000000000018,0.035639618181054544,0.8746077294038095,False,False,False,False,True
2022-04-14,0.7381798624992371,0.034141991287469864,0.3076923076923077,1.7776436805725098,1.123517033793229,22.700000762939453,0.10000000000000009,0.025569546315068692,1.3298953365474135,False,True,False,False,False
2022-04-15,0.7631258964538574,0.037216752767562866,0.35,1.7852226495742798,1.1614851435960472,22.700000762939453,0.0,0.0,0.045660739562877514,False,False,False,False,True
2022-04-18,0.716566801071167,0.031088026240468025,0.4285714285714286,1.787132740020752,1.090621741059771,22.170000076293945,0.010000000000000231,0.011712368128923956,0.5186623130909656,False,False,False,False,True
2022-04-19,0.8075966238975525,0.0398825965821743,0.3902439024390244,1.783552646636963,1.2291700295248054,21.3700008392334,0.1499999999999999,0.05362580575520681,1.5141086097269927,False,True,True,True,False
2022-04-20,0.8175273537635803,0.043100450187921524,0.5333333333333333,1.783990740776062,1.2442846983599947,20.31999969482422,0.009999999999999787,0.0018508840086477463,0.6317271620853189,False,False,False,False,True
2022-04-21,0.6429420113563538,0.026193415746092796,0.16666666666666663,1.7847182750701904,0.9785640847130122,22.68000030517578,0.08000000000000007,0.010070782421812474,1.2925823877658638,False,True,False,False,False
2022-04-22,0.6244098544120789,0.02452983148396015,0.5333333333333333,1.7869635820388794,0.950357959000874,28.209999084472656,0.040000000000000036,0.01671078637261747,1.3890871361399346,False,False,False,False,False
2022-04-25,0.6265127062797546,0.02716829441487789,0.3076923076923077,1.7808910608291626,0.9535585202907454,27.020000457763672,0.0900000000000003,0.03519628301880129,1.9257603796292682,False,True,False,True,False
2022-04-26,1.042819857597351,0.0625014379620552,0.8,1.779341220855713,1.5871821119878682,33.52000045776367,0.08999999999999986,0.0315647066403244,1.9562830438233323,True,True,False,True,False
2022-04-27,0.7671579718589783,0.037919096648693085,0.6799999999999999,1.7894043922424316,1.1676220021441177,31.600000381469727,0.040000000000000036,0.0031415665430554185,0.9017803464405474,True,False,False,False,False
2022-04-28,0.8325030207633972,0.03825870901346207,0.5,1.7886649370193481,1.2670778112874375,29.989999771118164,0.04999999999999982,0.032214223637917705,1.3829945300904318,True,False,False,False,False
2022-04-29,0.6180191040039062,0.02392731048166752,0.35,1.786347508430481,0.940631173826874,33.400001525878906,0.07000000000000028,0.006379437576433666,1.4507219535247797,True,True,False,False,False
2022-05-01,0.8652974367141724,0.04206277057528496,0.4651162790697675,1.7879078388214111,1.3169912359225269,33.400001525878906,0.0,0.0,0.0,True,False,False,False,False
2022-05-02,1.1023883819580078,0.06726229935884476,0.653061224489796,1.7853522300720215,1.6778459937829286,32.34000015258789,0.029999999999999805,0.00457444546990704,1.2181203615210252,True,False,False,False,False
