rmse,mae,hit_ratio,non_tiny_hit_ratio,extreme_hit_ratio,pairwise_hit,ic,long_short_sharpe,long_short_sortino,max_drawdown,cumulative_return,model,universe,lookback,seed
0.006259407848119736,0.00447777658700943,0.5125343092406222,0.5224153705397987,0.5123513266239708,0.4978550371048084,0.0072371532620985266,-0.08686223545308937,-0.12666569814080403,-0.14642761391587555,-0.026181052264291793,oursmain,core6,10,42
0.006205624435096979,0.0044418578036129475,0.49414455626715464,0.5079597438243367,0.4967978042086002,0.4936870997255261,-0.005056682348729228,-0.1809811622648047,-0.2560014544665044,-0.18000643495906843,-0.051734760658291634,oursmain,core6,10,123
0.006239736918359995,0.0044707548804581165,0.4828911253430924,0.4808783165599268,0.4739249771271729,0.4896411507573447,-0.015344147864374916,-0.7373910510269508,-0.9629493039882323,-0.23199181741074426,-0.20508807278019958,oursmain,core6,10,456
