model,display_name,lookback,top_k,rmse_mean,rmse_std,mae_mean,mae_std,hit_ccy_mean,hit_ccy_std,hit_pair_mean,hit_pair_std,extreme_rmse_mean,extreme_rmse_std,extreme_hit_mean,extreme_hit_std,ic_mean,ic_std,sharpe_mean,sharpe_std
Ours,Ours,20,4,0.00506022572517395,2.9489493420826867e-05,0.003507386272152265,3.046677289130724e-05,0.662469806763285,0.0015273719649687668,0.619175450153711,0.0006822900779035048,0.01177561686684688,0.00012689449897396637,0.8318236714975845,0.005823460604464402,0.31252837578266507,0.0007088373207049249,11.43127546473321,0.04236060858427486
