seed,transition,mean_abs_prediction_change,prediction_correlation,mae_delta,improved_obs_ratio,worsened_obs_ratio,same_sign_ratio
42,static_minus_nograph,0.0005444878045685845,0.3874392125935505,-2.41592825625017e-05,0.443210037903542,0.41393281923931513,0.659783034897399
42,dynamic_minus_static,0.0004964464657804421,0.1709059102956361,-1.2197879880158647e-05,0.4409881061299177,0.41615475101293947,0.6167821199843158
42,dynamic_minus_nograph,0.0005283664291343764,0.12735328439551138,-3.635716244266035e-05,0.4472617958436806,0.40988106129917656,0.6391321395895961
