scenario,model,universe,lookback,rmse_mean,rmse_std,rmse_min,rmse_max,mae_mean,mae_std,mae_min,mae_max,hit_ratio_mean,hit_ratio_std,hit_ratio_min,hit_ratio_max,non_tiny_hit_ratio_mean,non_tiny_hit_ratio_std,non_tiny_hit_ratio_min,non_tiny_hit_ratio_max,extreme_hit_ratio_mean,extreme_hit_ratio_std,extreme_hit_ratio_min,extreme_hit_ratio_max,pairwise_hit_mean,pairwise_hit_std,pairwise_hit_min,pairwise_hit_max,ic_mean,ic_std,ic_min,ic_max,long_short_sharpe_mean,long_short_sharpe_std,long_short_sharpe_min,long_short_sharpe_max,long_short_sortino_mean,long_short_sortino_std,long_short_sortino_min,long_short_sortino_max,max_drawdown_mean,max_drawdown_std,max_drawdown_min,max_drawdown_max,cumulative_return_mean,cumulative_return_std,cumulative_return_min,cumulative_return_max,n_dates_mean,n_dates_std,n_dates_min,n_dates_max,n_currency_obs_mean,n_currency_obs_std,n_currency_obs_min,n_currency_obs_max
high_fx_vol,mlp,core6,10,0.009989827097623374,,0.009989827097623374,0.009989827097623374,0.00848230452553602,,0.00848230452553602,0.00848230452553602,0.4952919020715631,,0.4952919020715631,0.4952919020715631,0.5084745762711864,,0.5084745762711864,0.5084745762711864,0.431924882629108,,0.431924882629108,0.431924882629108,0.4858757062146893,,0.4858757062146893,0.4858757062146893,-0.038902340597255856,,-0.038902340597255856,-0.038902340597255856,-1.6614934070247953,,-1.6614934070247953,-1.6614934070247953,-2.811196467177836,,-2.811196467177836,-2.811196467177836,-0.17510581371971057,,-0.17510581371971057,-0.17510581371971057,-0.10896893368044402,,-0.10896893368044402,-0.10896893368044402,177.0,,177,177,1062.0,,1062,1062
high_fx_vol,oursmain,core6,10,0.009995151842330526,,0.009995151842330526,0.009995151842330526,0.00849494041355286,,0.00849494041355286,0.00849494041355286,0.480225988700565,,0.480225988700565,0.480225988700565,0.487758945386064,,0.487758945386064,0.487758945386064,0.48826291079812206,,0.48826291079812206,0.48826291079812206,0.4708097928436911,,0.4708097928436911,0.4708097928436911,-0.06634382566585957,,-0.06634382566585957,-0.06634382566585957,-2.620263736491775,,-2.620263736491775,-2.620263736491775,-3.894067444253268,,-3.894067444253268,-3.894067444253268,-0.23687039939613896,,-0.23687039939613896,-0.23687039939613896,-0.17407683788405848,,-0.17407683788405848,-0.17407683788405848,177.0,,177,177,1062.0,,1062,1062
large_abs_move,mlp,core6,10,0.011800412781146196,,0.011800412781146196,0.011800412781146196,0.009450336444450777,,0.009450336444450777,0.009450336444450777,0.42386831275720166,,0.42386831275720166,0.42386831275720166,0.4444444444444444,,0.4444444444444444,0.4444444444444444,0.4387755102040816,,0.4387755102040816,0.4387755102040816,0.49876543209876545,,0.49876543209876545,0.49876543209876545,-0.0038800705467372243,,-0.0038800705467372243,-0.0038800705467372243,-0.3193462259666056,,-0.3193462259666056,-0.3193462259666056,-0.6125381436700118,,-0.6125381436700118,-0.6125381436700118,-0.10916633560191258,,-0.10916633560191258,-0.10916633560191258,-0.012572567920869915,,-0.012572567920869915,-0.012572567920869915,81.0,,81,81,486.0,,486,486
large_abs_move,oursmain,core6,10,0.011713932709721276,,0.011713932709721276,0.011713932709721276,0.009357349973884776,,0.009357349973884776,0.009357349973884776,0.5185185185185185,,0.5185185185185185,0.5185185185185185,0.51440329218107,,0.51440329218107,0.51440329218107,0.5510204081632653,,0.5510204081632653,0.5510204081632653,0.4748971193415638,,0.4748971193415638,0.4748971193415638,-0.062433862433862446,,-0.062433862433862446,-0.062433862433862446,-2.129767644665339,,-2.129767644665339,-2.129767644665339,-3.3547148870658483,,-3.3547148870658483,-3.3547148870658483,-0.13828206637481344,,-0.13828206637481344,-0.13828206637481344,-0.08476474698181846,,-0.08476474698181846,-0.08476474698181846,81.0,,81,81,486.0,,486,486
macro_shock_union,mlp,core6,10,0.005747384822339589,,0.005747384822339589,0.005747384822339589,0.004131607678837274,,0.004131607678837274,0.004131607678837274,0.490249433106576,,0.490249433106576,0.490249433106576,0.5002267573696145,,0.5002267573696145,0.5002267573696145,0.4965986394557823,,0.4965986394557823,0.4965986394557823,0.4997732426303855,,0.4997732426303855,0.4997732426303855,0.011697293623898127,,0.011697293623898127,0.011697293623898127,-0.014539514684968316,,-0.014539514684968316,-0.014539514684968316,-0.022363694839754058,,-0.022363694839754058,-0.022363694839754058,-0.18937727471916332,,-0.18937727471916332,-0.18937727471916332,-0.002727408126474984,,-0.002727408126474984,-0.002727408126474984,735.0,,735,735,4410.0,,4410,4410
macro_shock_union,oursmain,core6,10,0.005762053998666013,,0.005762053998666013,0.005762053998666013,0.004154831700934448,,0.004154831700934448,0.004154831700934448,0.5043083900226757,,0.5043083900226757,0.5043083900226757,0.5147392290249433,,0.5147392290249433,0.5147392290249433,0.4977324263038549,,0.4977324263038549,0.4977324263038549,0.5010430839002268,,0.5010430839002268,0.5010430839002268,0.012429454891540043,,0.012429454891540043,0.012429454891540043,-0.39590522255230354,,-0.39590522255230354,-0.39590522255230354,-0.5612563145223158,,-0.5612563145223158,-0.5612563145223158,-0.18486589443159573,,-0.18486589443159573,-0.18486589443159573,-0.07864722917724976,,-0.07864722917724976,-0.07864722917724976,735.0,,735,735,4410.0,,4410,4410
risk_off,mlp,core6,10,0.006190393131347613,,0.006190393131347613,0.006190393131347613,0.004348443556661087,,0.004348443556661087,0.004348443556661087,0.5137969094922737,,0.5137969094922737,0.5137969094922737,0.5275938189845475,,0.5275938189845475,0.5275938189845475,0.5289256198347108,,0.5289256198347108,0.5289256198347108,0.5037527593818985,,0.5037527593818985,0.5037527593818985,0.022847252050116843,,0.022847252050116843,0.022847252050116843,0.43393579004249094,,0.43393579004249094,0.43393579004249094,0.6720175670459914,,0.6720175670459914,0.6720175670459914,-0.08132095338260115,,-0.08132095338260115,-0.08132095338260115,0.03848774882089856,,0.03848774882089856,0.03848774882089856,302.0,,302,302,1812.0,,1812,1812
risk_off,oursmain,core6,10,0.006187560807722862,,0.006187560807722862,0.006187560807722862,0.004345639390486924,,0.004345639390486924,0.004345639390486924,0.5209713024282561,,0.5209713024282561,0.5209713024282561,0.5353200883002207,,0.5353200883002207,0.5353200883002207,0.5068870523415978,,0.5068870523415978,0.5068870523415978,0.502869757174393,,0.502869757174393,0.502869757174393,0.016320203011377956,,0.016320203011377956,0.016320203011377956,-0.6559245413175624,,-0.6559245413175624,-0.6559245413175624,-0.8942181229293106,,-0.8942181229293106,-0.8942181229293106,-0.1139419099808947,,-0.1139419099808947,-0.1139419099808947,-0.055540440090226184,,-0.055540440090226184,-0.055540440090226184,302.0,,302,302,1812.0,,1812,1812
vix_spike,mlp,core6,10,0.006397993664670228,,0.006397993664670228,0.006397993664670228,0.004401139088517821,,0.004401139088517821,0.004401139088517821,0.5063291139240507,,0.5063291139240507,0.5063291139240507,0.4873417721518987,,0.4873417721518987,0.4873417721518987,0.46842105263157896,,0.46842105263157896,0.46842105263157896,0.49873417721518987,,0.49873417721518987,0.49873417721518987,0.0037518493824353462,,0.0037518493824353462,0.0037518493824353462,1.0122988990264332,,1.0122988990264332,1.0122988990264332,1.850718692565699,,1.850718692565699,1.850718692565699,-0.08109616754609306,,-0.08109616754609306,-0.08109616754609306,0.04745507732013721,,0.04745507732013721,0.04745507732013721,158.0,,158,158,948.0,,948,948
vix_spike,oursmain,core6,10,0.006378128720868596,,0.006378128720868596,0.006378128720868596,0.004421105875639103,,0.004421105875639103,0.004421105875639103,0.4810126582278481,,0.4810126582278481,0.4810126582278481,0.5063291139240507,,0.5063291139240507,0.5063291139240507,0.5526315789473685,,0.5526315789473685,0.5526315789473685,0.48945147679324896,,0.48945147679324896,0.48945147679324896,-0.0180674282956201,,-0.0180674282956201,-0.0180674282956201,-1.1887673379320243,,-1.1887673379320243,-1.1887673379320243,-1.6663483219755322,,-1.6663483219755322,-1.6663483219755322,-0.13630273747276078,,-0.13630273747276078,-0.13630273747276078,-0.061341125826402276,,-0.061341125826402276,-0.061341125826402276,158.0,,158,158,948.0,,948,948
yield_shock,mlp,core6,10,0.006312871987028576,,0.006312871987028576,0.006312871987028576,0.004450480609410917,,0.004450480609410917,0.004450480609410917,0.5033068783068783,,0.5033068783068783,0.5033068783068783,0.5145502645502645,,0.5145502645502645,0.5145502645502645,0.5016501650165016,,0.5016501650165016,0.5016501650165016,0.4970899470899471,,0.4970899470899471,0.4970899470899471,-0.006755394069722882,,-0.006755394069722882,-0.006755394069722882,-0.2554947128672686,,-0.2554947128672686,-0.2554947128672686,-0.39985200568819396,,-0.39985200568819396,-0.39985200568819396,-0.06955080789998647,,-0.06955080789998647,-0.06955080789998647,-0.018280821873986497,,-0.018280821873986497,-0.018280821873986497,252.0,,252,252,1512.0,,1512,1512
yield_shock,oursmain,core6,10,0.0063118003902613035,,0.0063118003902613035,0.0063118003902613035,0.004480211099332617,,0.004480211099332617,0.004480211099332617,0.5165343915343915,,0.5165343915343915,0.5165343915343915,0.5251322751322751,,0.5251322751322751,0.5251322751322751,0.5148514851485149,,0.5148514851485149,0.5148514851485149,0.49867724867724866,,0.49867724867724866,0.49867724867724866,0.0015774238633536604,,0.0015774238633536604,0.0015774238633536604,-0.5975633201103703,,-0.5975633201103703,-0.5975633201103703,-0.8140059190225392,,-0.8140059190225392,-0.8140059190225392,-0.11686417746022926,,-0.11686417746022926,-0.11686417746022926,-0.04727570322097563,,-0.04727570322097563,-0.04727570322097563,252.0,,252,252,1512.0,,1512,1512
