model,trial_id,hidden,top_k,graph_rank,dropout,edge_dropout,spectral_bound,lr,weight_decay,lambda_dir,lambda_rank,lambda_smooth,lambda_static,lambda_sparse,lambda_spectral,small_return_quantile,universe,lookback,rmse_mean,rmse_std,rmse_min,rmse_max,mae_mean,mae_std,mae_min,mae_max,hit_ratio_mean,hit_ratio_std,hit_ratio_min,hit_ratio_max,non_tiny_hit_ratio_mean,non_tiny_hit_ratio_std,non_tiny_hit_ratio_min,non_tiny_hit_ratio_max,extreme_hit_ratio_mean,extreme_hit_ratio_std,extreme_hit_ratio_min,extreme_hit_ratio_max,pairwise_hit_mean,pairwise_hit_std,pairwise_hit_min,pairwise_hit_max,ic_mean,ic_std,ic_min,ic_max,long_short_sharpe_mean,long_short_sharpe_std,long_short_sharpe_min,long_short_sharpe_max,long_short_sortino_mean,long_short_sortino_std,long_short_sortino_min,long_short_sortino_max,max_drawdown_mean,max_drawdown_std,max_drawdown_min,max_drawdown_max,cumulative_return_mean,cumulative_return_std,cumulative_return_min,cumulative_return_max,rank_score
oursmain,oursmain_trial0001,48,7,8,0.2,0.05,1.0,0.0003,0.0001,0.1,0.08,0.001,0.001,0.0001,0.001,0.35,core6,10,0.006299693137407303,,0.006299693137407303,0.006299693137407303,0.0045029777102172375,,0.0045029777102172375,0.0045029777102172375,0.5016468435498628,,0.5016468435498628,0.5016468435498628,0.5097895699908509,,0.5097895699908509,0.5097895699908509,0.49725526075022874,,0.49725526075022874,0.49725526075022874,0.4935244485107248,,0.4935244485107248,0.4935244485107248,-0.0060107212891192165,,-0.0060107212891192165,-0.0060107212891192165,-0.7685490296407169,,-0.7685490296407169,-0.7685490296407169,-1.0783377312987907,,-1.0783377312987907,-1.0783377312987907,-0.23306708852169322,,-0.23306708852169322,-0.23306708852169322,-0.2108976777285534,,-0.2108976777285534,-0.2108976777285534,-0.5016468435498628
